skill_key,example,hot,code
microsoft paint,Microsoft Paint,0,43232102
microsoft picture it!,Microsoft Picture It!,0,43232102
microsoft power automate,Microsoft Power Automate,1,43232403
microsoft power bi,Microsoft Power BI,1,43232314
microsoft power platform,Microsoft Power Platform,0,43232403
microsoft powerpoint,Microsoft PowerPoint,1,43232106
microsoft powershell,Microsoft PowerShell,1,43232402
microsoft proclarity,Microsoft Proclarity,0,43232305
microsoft project,Microsoft Project,1,43231507
microsoft publisher,Microsoft Publisher,0,43232112
microsoft security esssentials,Microsoft Security Esssentials,0,43233205
microsoft sharepoint,Microsoft SharePoint,1,43232202
microsoft sharepoint server,Microsoft SharePoint Server,0,43232202
microsoft silverlight,Microsoft Silverlight,0,43232408
microsoft sql server,Microsoft SQL Server,1,43232304|43232306
microsoft sql server compact,Microsoft SQL Server Compact,0,43232304
microsoft sql server integration services ssis,Microsoft SQL Server Integration Services SSIS,1,43232403
microsoft sql server reporting services ssrs,Microsoft SQL Server Reporting Services SSRS,1,43232305|43232405
microsoft system center,Microsoft System Center,0,43233701
microsoft systems management server,Microsoft Systems Management Server,0,43233701
microsoft team foundation server,Microsoft Team Foundation Server,1,43231507|43232402
microsoft teams,Microsoft Teams,1,43231507|43232403
microsoft total quality control management,Microsoft Total Quality Control Management,0,43232306
microsoft transact-structural query language t-sql,Microsoft transact-structural query language T-SQL,0,43232304
microsoft virtual server,Microsoft Virtual Server,0,43232701
microsoft visio,Microsoft Visio,1,43231518|43232102
microsoft visual basic,Microsoft Visual Basic,1,43232402
microsoft visual basic for applications vba,Microsoft Visual Basic for Applications VBA,1,43232402
microsoft visual basic scripting edition vbscript,Microsoft Visual Basic Scripting Edition VBScript,0,43232402
microsoft visual basic.net,Microsoft Visual Basic.NET,0,43232405
microsoft visual basic.net compact framework cf,Microsoft Visual Basic.NET Compact Framework CF,0,43232405
microsoft visual c# .net,Microsoft Visual C# .NET,0,43232405
microsoft visual foxpro,Microsoft Visual FoxPro,0,43232311
microsoft visual interdev,Microsoft Visual InterDev,0,43232408
microsoft visual j++,Microsoft Visual J++,0,43232402
microsoft visual sourcesafe,Microsoft Visual SourceSafe,0,43232402
microsoft visual studio,Microsoft Visual Studio,1,43232402
microsoft visual studio test professional,Microsoft Visual Studio Test Professional,0,43232406
microsoft visual studio.net,Microsoft Visual Studio.NET,0,43232402
microsoft volume shadow copy service,Microsoft Volume Shadow Copy Service,0,43233415
microsoft windows,Microsoft Windows,1,43233004
microsoft windows mobile,Microsoft Windows Mobile,0,43233004
microsoft windows movie maker,Microsoft Windows Movie Maker,0,43232103
microsoft windows powershell,Microsoft Windows PowerShell,0,43233004
microsoft windows pre-installation environment,Microsoft Windows Pre-installation Environment,0,43233004
microsoft windows sdk,Microsoft Windows SDK,0,43232402
microsoft windows server,Microsoft Windows Server,1,43232701|43233004
microsoft windows sysprep,Microsoft Windows Sysprep,0,43232401
microsoft windows terminal services access manager,Microsoft Windows Terminal Services Access Manager,0,43232912
microsoft windows vista business,Microsoft Windows Vista Business,0,43233004
microsoft windows xp,Microsoft Windows XP,0,43233004
microsoft windows xp professional,Microsoft Windows XP Professional,0,43233004
microsoft word,Microsoft Word,1,43232104
microsoft works,Microsoft Works,0,43231513
microsolve cama,MicroSolve CAMA,0,43232605
microstrategy,MicroStrategy,0,43232314
microstrategy desktop,MicroStrategy Desktop,0,43231602
microstrategy report services,MicroStrategy Report Services,0,43231602
microsurvey fieldgenius,MicroSurvey FieldGenius,0,43232605
microsurvey officesync,MicroSurvey OfficeSync,0,43232605
microsurvey software microsurvey cad,MicroSurvey Software MicroSurvey CAD,0,43232604
microsurvey star*net,MicroSurvey Star*Net,0,43232305
microsurveycad,MicroSurveyCAD,0,43232604
microsys micromd,Microsys MicroMD,0,43232610
microwave circuit simulation,Microwave circuit simulation,0,43232605
microwind dsch,Microwind Dsch,0,43232605
mideo systems ezdoc plus,Mideo Systems EZDoc Plus,0,43232102
midi maestro,MIDI Maestro,0,43232005
midi score creator,MIDI Score Creator,0,43232005
midiswing,MidiSwing,0,43232005
midland valley 2dmove,Midland Valley 2DMove,0,43232604
midland valley 3dmove,Midland Valley 3DMove,0,43232604
midland valley move suite,Midland Valley Move Suite,0,43232604
midrange software xperthire,Midrange Software XpertHire,0,43231505
midwest information systems pax-it,Midwest Information Systems PAX-it,0,43232102
midwest microsystems cow sense,Midwest MicroSystems Cow Sense,0,43231602
mightyscout,MightyScout,0,43231514
migration,Migration,0,43232915
migration testing,Migration testing,0,43232406
mikal sms,MIKAL SMS,0,43232306
milano spa,Milano Spa,0,43232306
mileage logging,Mileage logging,0,43232306
millennium software atrex,Millennium Software Atrex,0,43232611
millennium spasalon,Millennium SpaSalon,0,43232306
milliman corporate affinity,Milliman Corporate Affinity,0,43231604
milliman reservepro,Milliman ReservePro,0,43231604
millisecond software inquisit,Millisecond Software Inquisit,0,43232605
millon behavioral medicine diagnostic,Millon Behavioral Medicine Diagnostic,0,43232610
milsoft disspatch,Milsoft DisSPatch,0,43232608
mim software mimcardiac,MIM Software MIMcardiac,0,43232610
mim software mimfusion,MIM Software MIMfusion,0,43232610
mim software mimneuro,MIM Software MIMneuro,0,43232610
mincom minescape,Mincom MineScape,0,43232306
mind mapping,Mind mapping,0,43232101
mindbody business management,MINDBODY business management,0,43232306
mindgenius,MindGenius,0,43232101
mindjet mindmanager,MindJet MindManager,0,43231518
mine maintenance,Mine maintenance,0,43232603
minegeo,MineGeo,0,43233506
minemax igantt,Minemax iGantt,0,43232306
minesight,MineSight,0,43232604|43232605
minisis mint,MINISIS MINT,0,43232306
minitab,Minitab,0,43232605
minnesota multiphasic personality inventory-2 mmpi-2,Minnesota Multiphasic Personality Inventory-2 MMPI-2,0,43232610
mintel reports,Mintel Reports,0,43232309
minuteman systems minuteman project management,MinuteMan Systems MinuteMan Project Management,0,43231507
mir3 intelligent notification,MIR3 Intelligent Notification,0,43232902
miridia technology acugraph,Miridia Technology AcuGraph,0,43232610
mirs compliance,MIRS Compliance,0,43232606
missler software topsolid,Missler Software TopSolid,0,43232612
misys healthcare systems misys tiger,Misys Healthcare Systems Misys Tiger,0,43232610
misys healthcare systems mysis tiger,Misys Healthcare Systems Mysis Tiger,0,43232610
mit oases,MIT OASES,0,43232605
mitchell international mitchell workcenter,Mitchell International Mitchell WorkCenter,0,43231507
mitchell manager invoicing system,Mitchell Manager Invoicing System,0,43231607
mitchell ondemand5 manager,Mitchell OnDemand5 Manager,0,43232603
mitek systems imagenet payments,Mitek Systems ImageNet Payments,0,43232102
mitre att&ck,MITRE ATT&CK,0,43232406
mitre software gslope,Mitre Software GSLOPE,0,43232605
mixed code generator,Mixed code generator,0,43232409
mixed integer optimizer minto,Mixed integer optimizer MINTO,0,43232605
mj systems logsleuth,MJ Systems Logsleuth,0,43232306
mjiccs pilotlog,MJICCS PilotLog,0,43232306
mlflow,Mlflow,0,43232605
mlpu,MLPU,0,43232605
mnt northwest mnt assistant,MNT Northwest MNT Assistant,0,43232610
mobile application,Mobile application,0,43233508
mobile building inspection,Mobile building inspection,0,43232305
mobile data software vetinfo,Mobile Data Software VetInfo,0,43232610
mobile dog grooming software mgroomer,Mobile Dog Grooming Software mGroomer,0,43232108
mobile knowledge cabmate,Mobile Knowledge Cabmate,0,43233511
mobile wireless network infrastructure,Mobile wireless network infrastructure,0,43232910
mobiletoys maidxl,MobileToys MAIDXL,0,43232306
mobitech systems route sales trakker,MobiTech Systems Route Sales Trakker,0,43232306
modal analysis,Modal analysis,0,43232605
modelica,Modelica,0,43232405
modeling,Modeling,0,43232605
modelkinetix modelmaker,ModelKinetix ModelMaker,0,43232605
modellium paritop,Modellium PariTOP,0,43232306
modernizing medicine practice management,Modernizing Medicine Practice Management,0,43232610
modpath,MODPATH,0,43232605
modula,Modula,0,43232405
modular arrangement of predetermined time standards software modapts,Modular arrangement of predetermined time standards software MODAPTS,0,43232605
modular mining systems dispatch,Modular Mining Systems DISPATCH,0,43232605
modulemd allergy module,ModuleMD Allergy Module,0,43232610
modulo risk manager,Modulo Risk Manager,0,43232606
mogo dental software mogo,MOGO Dental Software MOGO,0,43232610
moldraw,MolDraw,0,43232102
molecular devices corporation metafluor,Molecular Devices Corporation MetaFluor,0,43232102
molecular devices corporation metamorph,Molecular Devices Corporation MetaMorph,0,43232102
molecular devices softmax pro,Molecular Devices Softmax Pro,0,43232605
molecular networks gmbh biochemical pathways,Molecular Networks GmbH Biochemical Pathways,0,43232309
molecular simulation,Molecular simulation,0,43232605
molecular simulations weblab viewerpro,Molecular Simulations WebLab ViewerPro,0,43232102
molecular visualization,Molecular visualization,0,43232605
molsearch pro,Molsearch Pro,0,43232306
monash university low fodmap diet app,Monash University Low FODMAP Diet App,0,43232605
moneysoft corporate valuation,MoneySoft Corporate Valuation,0,43231604
moneytree silver financial planner (financial analysis feature),MoneyTree Silver Financial Planner (financial analysis feature),0,43231604
moneytree silver financial planner (presentation feature),MoneyTree Silver Financial Planner (presentation feature),0,43232106
mongodb,MongoDB,1,43232304
monitoring and remediation optimization system maros,Monitoring and Remediation Optimization System MAROS,0,43232605
monte carlo simulation,Monte Carlo simulation,0,43231604|43232605
montgomery investment technology bonds xl,Montgomery Investment Technology Bonds XL,0,43231604
montgomery investment technology exotics xl,Montgomery Investment Technology Exotics XL,0,43231604
montgomery investment technology fintools,Montgomery Investment Technology FinTools,0,43231604
montgomery investment technology options xl,Montgomery Investment Technology Options XL,0,43231604
montgomery investment technology quotetools,Montgomery Investment Technology QuoteTools,0,43231604
montgomery investment technology risk xl,Montgomery Investment Technology Risk XL,0,43231604
montgomery investment technology sigtools,Montgomery Investment Technology SigTools,0,43231604
montgomery investment technology utility xl,Montgomery Investment Technology Utility XL,0,43232105
moodle,Moodle,0,43232502
moody's kmv creditedge,Moody's KMV CreditEdge,0,43231604
moody's kmv decisions,Moody's KMV Decisions,0,43231604
moody's kmv famas,Moody's KMV FAMAS,0,43232110
moody's kmv financial analyst,Moody's KMV Financial Analyst,0,43231604
moody's kmv risk advisor,Moody's KMV Risk Advisor,0,43231604
moody's kmv risk analyst,Moody's KMV Risk Analyst,0,43231604
moody's riskcalc,Moody's RiskCalc,0,43231604
morningstar principia,Morningstar Principia,0,43231604
morse-cg dose assessment computer code,MORSE-CG dose assessment computer code,0,43232605
mortware professional,Mortware Professional,0,43232306
mosby's drug consult,Mosby's Drug Consult,0,43232309
mosby's nutritrac,Mosby's Nutritrac,0,43232605
mosflm,Mosflm,0,43232605
moss adams profit mentor,Moss Adams Profit Mentor,0,43231604
motek priya,Motek Priya,0,43231508
motion analysis,Motion analysis,0,43232605
motion capture,Motion capture,0,43232103
motion control,Motion control,0,43232608
motion correction,Motion correction,0,43232610
motion graphics,Motion graphics,0,43232102
motor testing,Motor testing,0,43232605
motormaster+,MotorMaster+,0,43232605
motorola digital signal processing (dsp) assembler,Motorola Digital Signal Processing (DSP) Assembler,0,43232402
mount taylor programs private advantage,Mount Taylor Programs Private Advantage,0,43231602
mountainside software allergy lab,Mountainside Software Allergy Lab,0,43232610
moxa,Moxa,0,43232608
moxi works moxiengage,Moxi Works MoxiEngage,0,43232303
moxi works moxiimpress,Moxi Works MoxiImpress,0,43231514
moxi works moxipresent,Moxi Works MoxiPresent,0,43232106
moz search engine optimization seo,Moz search engine optimization SEO,0,43232408
mozart music software mozart,Mozart Music Software Mozart,0,43232005
mozilla firefox,Mozilla Firefox,1,43232705
mozilla thunderbird,Mozilla Thunderbird,0,43233501
mpay millennium,MPAY Millennium,0,43231605
mpi micro planner x-pert,MPI Micro Planner X-Pert,0,43232101
mplexus dicom radix,mPlexus DICOM RadiX,0,43232610
mpmsoft billing,MPMsoft billing,0,43231607
mra technologies mratrack warehouse management system,MRA Technologies MRATrack Warehouse Management System,0,43231508
mro audit tracker,MRO Audit Tracker,0,43231604
mrx solutions officemaster,MRX Solutions OfficeMaster,0,43232610
ms*health software/cmhc,MS*Health Software/CMHC,0,43232610
msb software astroart,MSB Software Astroart,0,43232605
msc software adams,MSC Software Adams,0,43232605
msc software fatigue,MSC Software Fatigue,0,43232605
msc software nastran,MSC Software Nastran,0,43232605
msc software patran,MSC Software Patran,0,43232605
msi insight/discover,MSI Insight/Discover,0,43232605
msr visual exporter,MSR Visual Exporter,0,43232306
msr visual exporter document library,MSR Visual Exporter Document Library,0,43232202
msr visual exporter enterprise integrator,MSR Visual Exporter Enterprise Integrator,0,43232403
mti systems costimator js,MTI Systems Costimator JS,0,43232605
mts testworks,MTS Testworks,0,43232306
mulesoft,MuleSoft,0,43232403
multi-center traffic management advisor mctma,Multi-center traffic management advisor McTMA,0,43232607
